personLabel,birthdate,birthplaceLabel,birthcoord,deathdate,deathplaceLabel,deathcoord,occupationLabel,genderLabel,bloc,dloc
Atulkrishna Ghosh,1890-05-04T00:00:00Z,Nadia district,Point(88.5 23.4),1966-01-01T00:00:00Z,Kolkata,Point(88.37 22.5675),,male,"23.4,88.5","22.5675,88.37"
Hoosenaly Mohammad Rahimtoola,1890-05-01T00:00:00Z,Mumbai,Point(72.8775 19.075833333),1977-01-01T00:00:00Z,Karachi,Point(67.01 24.86),,male,"19.075833333,72.8775","24.86,67.01"
Ilyas Burney,1890-04-19T00:00:00Z,British Raj,Point(88.337777777 22.541111111),1958-01-25T00:00:00Z,India,Point(83.0 22.8),,male,"22.541111111,88.337777777","22.8,83.0"
Ilyas Burney,1890-04-19T00:00:00Z,British Raj,Point(88.337777777 22.541111111),1959-01-26T00:00:00Z,India,Point(83.0 22.8),,male,"22.541111111,88.337777777","22.8,83.0"
Ilyas Burney,1890-04-19T00:00:00Z,Bulandshahr,Point(77.849722222 28.406944444),1958-01-25T00:00:00Z,India,Point(83.0 22.8),,male,"28.406944444,77.849722222","22.8,83.0"
Ilyas Burney,1890-04-19T00:00:00Z,Bulandshahr,Point(77.849722222 28.406944444),1959-01-26T00:00:00Z,India,Point(83.0 22.8),,male,"28.406944444,77.849722222","22.8,83.0"
Ilyas Burney,1890-04-19T00:00:00Z,Khurja,Point(77.85 28.25),1958-01-25T00:00:00Z,India,Point(83.0 22.8),,male,"28.25,77.85","22.8,83.0"
Ilyas Burney,1890-04-19T00:00:00Z,Khurja,Point(77.85 28.25),1959-01-26T00:00:00Z,India,Point(83.0 22.8),,male,"28.25,77.85","22.8,83.0"
Ilyas Burney,1890-04-19T00:00:00Z,British Raj,Point(88.337777777 22.541111111),1958-01-25T00:00:00Z,Bulandshahr,Point(77.849722222 28.406944444),,male,"22.541111111,88.337777777","28.406944444,77.849722222"
Ilyas Burney,1890-04-19T00:00:00Z,British Raj,Point(88.337777777 22.541111111),1959-01-26T00:00:00Z,Bulandshahr,Point(77.849722222 28.406944444),,male,"22.541111111,88.337777777","28.406944444,77.849722222"
Ilyas Burney,1890-04-19T00:00:00Z,Bulandshahr,Point(77.849722222 28.406944444),1958-01-25T00:00:00Z,Bulandshahr,Point(77.849722222 28.406944444),,male,"28.406944444,77.849722222","28.406944444,77.849722222"
Ilyas Burney,1890-04-19T00:00:00Z,Bulandshahr,Point(77.849722222 28.406944444),1959-01-26T00:00:00Z,Bulandshahr,Point(77.849722222 28.406944444),,male,"28.406944444,77.849722222","28.406944444,77.849722222"
Ilyas Burney,1890-04-19T00:00:00Z,Khurja,Point(77.85 28.25),1958-01-25T00:00:00Z,Bulandshahr,Point(77.849722222 28.406944444),,male,"28.25,77.85","28.406944444,77.849722222"
Ilyas Burney,1890-04-19T00:00:00Z,Khurja,Point(77.85 28.25),1959-01-26T00:00:00Z,Bulandshahr,Point(77.849722222 28.406944444),,male,"28.25,77.85","28.406944444,77.849722222"
Jigar Moradabadi,1890-04-06T00:00:00Z,Moradabad,Point(78.728741666 28.843236111),1960-09-09T00:00:00Z,Gonda,Point(81.933333333 27.133333333),,male,"28.843236111,78.728741666","27.133333333,81.933333333"
Jigar Moradabadi,1890-04-06T00:00:00Z,Moradabad,Point(78.776944444 28.838888888),1960-09-09T00:00:00Z,Gonda,Point(81.933333333 27.133333333),,male,"28.838888888,78.776944444","27.133333333,81.933333333"
Nawab Alam yar jung Bahadur,1890-02-23T00:00:00Z,Hyderabad,Point(78.474722222 17.361666666),1974-04-18T00:00:00Z,Hyderabad,Point(78.474722222 17.361666666),,male,"17.361666666,78.474722222","17.361666666,78.474722222"
A. R. Krishnashastry,1890-02-12T00:00:00Z,Ambale,Point(77.04 12.06),1968-02-01T00:00:00Z,Bengaluru,Point(77.5912997 12.9791198),,male,"12.06,77.04","12.9791198,77.5912997"
Purna Kanta Buragohain,1890-02-10T00:00:00Z,Jorhat,Point(94.20306 26.75751),1958-03-31T00:00:00Z,Dibrugarh,Point(94.9 27.483333333),,male,"26.75751,94.20306","27.483333333,94.9"
C. D. Desai,1890-01-01T00:00:00Z,India,Point(83.0 22.8),1956-07-25T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,male,"22.8,83.0","19.075833333,72.8775"
Bhurji Khan,1890-01-01T00:00:00Z,Bundi,Point(75.637222222 25.438333333),1950-01-01T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,male,"25.438333333,75.637222222","19.075833333,72.8775"
Malladihalli Sri Raghavendra Swamiji,1890-01-01T00:00:00Z,Kerala,Point(76.3 10.0),1996-01-01T00:00:00Z,Bengaluru,Point(77.5912997 12.9791198),,male,"10.0,76.3","12.9791198,77.5912997"
Syed Mohammed Saeed Raza,1890-01-01T00:00:00Z,"Desna, Bihar",Point(85.63333333 25.23333333),1963-01-01T00:00:00Z,"Desna, Bihar",Point(85.63333333 25.23333333),,male,"25.23333333,85.63333333","25.23333333,85.63333333"
Bhupati Majumdar,1890-01-01T00:00:00Z,Guptipara,Point(88.43077 23.19994),1973-03-23T00:00:00Z,Kolkata,Point(88.37 22.5675),,male,"23.19994,88.43077","22.5675,88.37"
P. Kodanda Rao,1889-12-25T00:00:00Z,Visakhapatnam district,Point(83.218758333 17.688377777),1975-07-23T00:00:00Z,Bengaluru,Point(77.5912997 12.9791198),,male,"17.688377777,83.218758333","12.9791198,77.5912997"
Nilakanta Sri Ram,1889-12-15T00:00:00Z,Thanjavur,Point(79.137806 10.787),1973-04-08T00:00:00Z,Adyar,Point(80.2574 13.0063),,male,"10.787,79.137806","13.0063,80.2574"
Jawaharlal Nehru,1889-11-14T00:00:00Z,Prayagraj,Point(81.85 25.45),1964-05-27T00:00:00Z,New Delhi,Point(77.208888888 28.613888888),,male,"25.45,81.85","28.613888888,77.208888888"
Pareshnath Banerji,1889-10-21T00:00:00Z,Ramjibanpur,Point(87.62 22.83),1971-01-11T00:00:00Z,Mihijam,Point(86.87 23.87),,male,"22.83,87.62","23.87,86.87"
Gobind Behari Lal,1889-10-09T00:00:00Z,Delhi,Point(77.216666666 28.666666666),1982-04-01T00:00:00Z,San Francisco,Point(-122.419444444 37.775),,male,"28.666666666,77.216666666","37.775,-122.419444444"
Odhavram,1889-10-04T00:00:00Z,Jakhau,Point(68.716944444 23.218611111),1957-01-13T00:00:00Z,Vandhay,Point(69.45 23.188),,male,"23.218611111,68.716944444","23.188,69.45"
Sisir Bhaduri,1889-10-02T00:00:00Z,Howrah,Point(88.329444444 22.58),1959-06-30T00:00:00Z,Baranagar,Point(88.37 22.64),,male,"22.58,88.329444444","22.64,88.37"
J. L. Verma,1889-09-26T00:00:00Z,Damoh,Point(79.45 23.84),1980-12-11T00:00:00Z,Damoh,Point(79.45 23.84),,male,"23.84,79.45","23.84,79.45"
Rebecca Reuben Nowgaokar,1889-09-18T00:00:00Z,Shimoga,Point(75.5667 13.9167),1957-11-16T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,female,"13.9167,75.5667","19.075833333,72.8775"
P. Subbarayan,1889-09-11T00:00:00Z,Salem district,Point(78.146 11.6646),1962-10-06T00:00:00Z,Chennai,Point(80.275 13.0825),,male,"11.6646,78.146","13.0825,80.275"
Sarat Chandra Bose,1889-09-06T00:00:00Z,Kolkata,Point(88.37 22.5675),1950-02-20T00:00:00Z,Kolkata,Point(88.37 22.5675),,male,"22.5675,88.37","22.5675,88.37"
K. Kelappan,1889-08-24T00:00:00Z,Muchukunnu,Point(75.66944444 11.48888889),1971-10-07T00:00:00Z,Kozhikode,Point(75.780277777 11.247777777),,male,"11.48888889,75.66944444","11.247777777,75.780277777"
Niranjan Pal,1889-08-17T00:00:00Z,Kolkata,Point(88.37 22.5675),1959-11-09T00:00:00Z,Kolkata,Point(88.37 22.5675),,male,"22.5675,88.37","22.5675,88.37"
Magda Nachman Acharya,1889-07-20T00:00:00Z,Pavlovsk,Point(30.433333333 59.683333333),1951-02-12T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,female,"59.683333333,30.433333333","19.075833333,72.8775"
Narayan Hari Apte,1889-07-11T00:00:00Z,Bombay Presidency,Point(72.833333 18.966667),1971-11-14T00:00:00Z,Maharashtra,Point(72.82 18.97),,male,"18.966667,72.833333","18.97,72.82"
Abdul Rashid,1889-06-29T00:00:00Z,Lahore,Point(74.343611111 31.549722222),1981-11-06T00:00:00Z,Islamabad,Point(73.036944444 33.698888888),,male,"31.549722222,74.343611111","33.698888888,73.036944444"
Kalidas Roy,1889-06-22T00:00:00Z,Karui,Point(88.11122 23.5249),1975-10-25T00:00:00Z,Kolkata,Point(88.37 22.5675),,male,"23.5249,88.11122","22.5675,88.37"
Makhanlal Chaturvedi,1889-04-04T00:00:00Z,Makhan Nagar,Point(77.93 22.7),1968-01-30T00:00:00Z,Bhopal,Point(77.416666666 23.25),,male,"22.7,77.93","23.25,77.416666666"
Makhanlal Chaturvedi,1889-04-04T00:00:00Z,Makhan Nagar,Point(77.93 22.7),1968-01-30T00:00:00Z,Bhopal,Point(77.40289 23.25469),,male,"22.7,77.93","23.25469,77.40289"
Abu Zafar Nadvi,1889-03-01T00:00:00Z,Bihar,Point(85.13 25.37),1958-05-18T00:00:00Z,"Desna, Bihar",Point(85.63333333 25.23333333),,male,"25.37,85.13","25.23333333,85.63333333"
Abu Zafar Nadvi,1889-03-01T00:00:00Z,Patna district,Point(85.166666666 25.416666666),1958-05-18T00:00:00Z,"Desna, Bihar",Point(85.63333333 25.23333333),,male,"25.416666666,85.166666666","25.23333333,85.63333333"
Abu Zafar Nadvi,1889-03-01T00:00:00Z,"Desna, Bihar",Point(85.63333333 25.23333333),1958-05-18T00:00:00Z,"Desna, Bihar",Point(85.63333333 25.23333333),,male,"25.23333333,85.63333333","25.23333333,85.63333333"
V. I. Munuswamy Pillai,1889-02-23T00:00:00Z,Ooty,Point(76.693888888 11.408611111),1953-12-14T00:00:00Z,Chennai,Point(80.275 13.0825),,male,"11.408611111,76.693888888","13.0825,80.275"
Sahajanand Saraswati,1889-02-22T00:00:00Z,Ghazipur,Point(83.566666666 25.583333333),1950-06-25T00:00:00Z,Patna,Point(85.141388888 25.61),,male,"25.583333333,83.566666666","25.61,85.141388888"
Acharya Ramlochan Saran,1889-02-11T00:00:00Z,Sitamarhi,Point(85.48 26.6),1971-05-14T00:00:00Z,Darbhanga,Point(85.8995065 26.156999),,male,"26.6,85.48","26.156999,85.8995065"
Cyril Beeson,1889-02-10T00:00:00Z,Oxford,Point(-1.257777777 51.751944444),1975-11-03T00:00:00Z,Abingdon-on-Thames,Point(-1.278333333 51.671666666),,male,"51.751944444,-1.257777777","51.671666666,-1.278333333"
Amrit Kaur,1889-02-02T00:00:00Z,Lucknow,Point(80.947 26.847),1964-02-06T00:00:00Z,New Delhi,Point(77.208888888 28.613888888),,female,"26.847,80.947","28.613888888,77.208888888"
Jaishankar Bhojak,1889-01-30T00:00:00Z,Visnagar,Point(72.55 23.7),1975-01-01T00:00:00Z,Visnagar,Point(72.55 23.7),,male,"23.7,72.55","23.7,72.55"
Jaishankar Bhojak,1889-01-30T00:00:00Z,Visnagar,Point(72.55 23.7),1975-01-22T00:00:00Z,Visnagar,Point(72.55 23.7),,male,"23.7,72.55","23.7,72.55"
Manoranjan Bhattacharya,1889-01-26T00:00:00Z,Bikrampur,Point(90.55 23.55),1954-01-20T00:00:00Z,Kolkata,Point(88.37 22.5675),,male,"23.55,90.55","22.5675,88.37"
Manoranjan Bhattacharya,1889-01-26T00:00:00Z,Bikrampur,Point(90.55 23.55),1954-01-21T00:00:00Z,Kolkata,Point(88.37 22.5675),,male,"23.55,90.55","22.5675,88.37"
R. Narayanapaniker,1889-01-25T00:00:00Z,Ambalappuzha,Point(76.35 9.383333333),1959-10-29T00:00:00Z,Thiruvananthapuram,Point(76.9525 8.4875),,male,"9.383333333,76.35","8.4875,76.9525"
Vishnu Sakharam Khandekar,1889-01-19T00:00:00Z,Sangli,Point(74.566666666 16.866666666),1976-09-02T00:00:00Z,Miraj,Point(74.63 16.83),,male,"16.866666666,74.566666666","16.83,74.63"
Nolini Kanta Gupta,1889-01-13T00:00:00Z,Faridpur,Point(89.835277777 23.598611111),1983-02-07T00:00:00Z,Pondicherry,Point(79.83 11.93),,male,"23.598611111,89.835277777","11.93,79.83"
Jaishankar Bhojak,1889-01-01T00:00:00Z,Visnagar,Point(72.55 23.7),1975-01-01T00:00:00Z,Visnagar,Point(72.55 23.7),,male,"23.7,72.55","23.7,72.55"
Jaishankar Bhojak,1889-01-01T00:00:00Z,Visnagar,Point(72.55 23.7),1975-01-22T00:00:00Z,Visnagar,Point(72.55 23.7),,male,"23.7,72.55","23.7,72.55"
Nagendranath Gangulee,1889-01-01T00:00:00Z,Kolkata,Point(88.37 22.5675),1954-02-01T00:00:00Z,London,Point(-0.1275 51.507222222),,male,"22.5675,88.37","51.507222222,-0.1275"
Masood Ali Nadvi,1889-01-01T00:00:00Z,British Raj,Point(88.337777777 22.541111111),1967-08-27T00:00:00Z,Azamgarh,Point(83.19 26.06),,male,"22.541111111,88.337777777","26.06,83.19"
Masood Ali Nadvi,1889-01-01T00:00:00Z,Barabanki district,Point(81.2 26.92),1967-08-27T00:00:00Z,Azamgarh,Point(83.19 26.06),,male,"26.92,81.2","26.06,83.19"
Masood Ali Nadvi,1889-01-01T00:00:00Z,Barabanki district,Point(81.3274 26.93864),1967-08-27T00:00:00Z,Azamgarh,Point(83.19 26.06),,male,"26.93864,81.3274","26.06,83.19"
Niroda Sundari,1889-01-01T00:00:00Z,Kolkata,Point(88.37 22.5675),1974-12-31T00:00:00Z,Kolkata,Point(88.37 22.5675),,female,"22.5675,88.37","22.5675,88.37"
Sudhir Kumar Sarkar,1889-01-01T00:00:00Z,Khulna,Point(89.55 22.816666666),1974-04-27T00:00:00Z,Kolkata,Point(88.37 22.5675),,male,"22.816666666,89.55","22.5675,88.37"
Benimadhab Barua,1888-12-31T00:00:00Z,Chattogram District,Point(91.8389 22.3375),1948-03-23T00:00:00Z,Kolkata,Point(88.37 22.5675),,male,"22.3375,91.8389","22.5675,88.37"
Maud von Ossietzky,1888-12-11T00:00:00Z,Hyderabad,Point(78.474722222 17.361666666),1974-05-12T00:00:00Z,Berlin,Point(13.383333333 52.516666666),,female,"17.361666666,78.474722222","52.516666666,13.383333333"
Ramesh Chandra Majumdar,1888-12-04T00:00:00Z,Faridpur District,Point(89.83 23.5),1980-02-11T00:00:00Z,Kolkata,Point(88.37 22.5675),,male,"23.5,89.83","22.5675,88.37"
Ganesh Vasudev Mavalankar,1888-11-27T00:00:00Z,Vadodara,Point(73.2 22.3),1956-02-27T00:00:00Z,Ahmedabad,Point(72.579722222 23.021944444),,male,"22.3,73.2","23.021944444,72.579722222"
Tirumalai Krishnamacharya,1888-11-18T00:00:00Z,Chitradurga district,Point(76.5 14.0),1989-02-28T00:00:00Z,Chennai,Point(80.275 13.0825),,male,"14.0,76.5","13.0825,80.275"
Abul Kalam Azad,1888-11-11T00:00:00Z,Mecca,Point(39.826111111 21.4225),1958-02-22T00:00:00Z,Delhi,Point(77.216666666 28.666666666),,male,"21.4225,39.826111111","28.666666666,77.216666666"
J. B. Kripalani,1888-11-11T00:00:00Z,Hyderabad,Point(68.368333333 25.379166666),1982-03-19T00:00:00Z,Sabarmati Ashram,Point(72.580833 23.06),,male,"25.379166666,68.368333333","23.06,72.580833"
Chandrasekhara Venkata Raman,1888-11-07T00:00:00Z,Tiruchirappalli,Point(78.692777777 10.826944444),1970-11-21T00:00:00Z,Bengaluru,Point(77.5912997 12.9791198),,male,"10.826944444,78.692777777","12.9791198,77.5912997"
Nagendra Kumar Bhattacharyya,1888-11-05T00:00:00Z,Tripura,Point(91.28 23.84),1967-04-08T00:00:00Z,Kolkata,Point(88.37 22.5675),,male,"23.84,91.28","22.5675,88.37"
Mohitlal Majumdar,1888-10-26T00:00:00Z,Kanchrapara,Point(88.43322 22.94563),1952-07-26T00:00:00Z,Kolkata,Point(88.37 22.5675),,male,"22.94563,88.43322","22.5675,88.37"
Banarsi Prasad Jhunjhunwala,1888-10-12T00:00:00Z,Bhagalpur,Point(87.016666666 25.25),1966-10-15T00:00:00Z,Pondicherry,Point(79.83 11.93),,male,"25.25,87.016666666","11.93,79.83"
Awadhesh Pratap Singh,1888-10-01T00:00:00Z,Rampur Baghelan,Point(81.048333333 24.501666666),1967-06-16T00:00:00Z,Kanpur,Point(80.331111111 26.4725),,male,"24.501666666,81.048333333","26.4725,80.331111111"
Anukulchandra Chakraborty,1888-09-14T00:00:00Z,Hemayetpur,Point(89.208 24.004),1969-01-27T00:00:00Z,Deoghar,Point(86.7 24.48),,male,"24.004,89.208","24.48,86.7"
Sarvepalli Radhakrishnan,1888-09-05T00:00:00Z,Tiruttani,Point(79.63333333 13.18333333),1975-04-17T00:00:00Z,Chennai,Point(80.275 13.0825),,male,"13.18333333,79.63333333","13.0825,80.275"
B. G. Kher,1888-08-24T00:00:00Z,Ratnagiri,Point(73.3 16.983333333),1957-03-08T00:00:00Z,Pune,Point(73.855287 18.519574),,male,"16.983333333,73.3","18.519574,73.855287"
Taher Saifuddin,1888-08-04T00:00:00Z,Surat,Point(72.84 21.205),1965-11-12T00:00:00Z,Matheran,Point(73.27083333 18.98888889),,male,"21.205,72.84","18.98888889,73.27083333"
Narendra Dev,1888-07-07T00:00:00Z,Kolkata,Point(88.37 22.5675),1971-04-19T00:00:00Z,Kolkata,Point(88.37 22.5675),,male,"22.5675,88.37","22.5675,88.37"
Bibhutibhusan Datta,1888-06-28T00:00:00Z,Chittagong,Point(91.8325 22.335),1958-10-06T00:00:00Z,Pushkar,Point(74.554166666 26.490277777),,male,"22.335,91.8325","26.490277777,74.554166666"
Bhagya Reddy Varma,1888-05-22T00:00:00Z,Hyderabad State,Point(78.833333333 17.0),1950-07-02T00:00:00Z,Hyderabad,Point(78.474722222 17.361666666),,male,"17.0,78.833333333","17.361666666,78.474722222"
Naresh Mitra,1888-05-18T00:00:00Z,Agartala,Point(91.266666666 23.833333333),1968-09-25T00:00:00Z,Kolkata,Point(88.37 22.5675),,male,"23.833333333,91.266666666","22.5675,88.37"
Asaf Ali,1888-05-11T00:00:00Z,Seohara,Point(78.58 29.22),1953-04-01T00:00:00Z,Bern,Point(7.44743 46.94798),,male,"29.22,78.58","46.94798,7.44743"
Chandrashekhar Agashe,1888-02-14T00:00:00Z,Bhor,Point(73.85 18.17),1956-06-09T00:00:00Z,Pune,Point(73.855287 18.519574),,male,"18.17,73.85","18.519574,73.855287"
Babu Gulabrai,1888-01-17T00:00:00Z,Etawah,Point(79.03 26.77),1963-04-13T00:00:00Z,Agra,Point(78.02 27.18),,male,"26.77,79.03","27.18,78.02"
Saifuddin Kitchlew,1888-01-15T00:00:00Z,Amritsar,Point(74.87704 31.626917),1963-10-09T00:00:00Z,Delhi,Point(77.216666666 28.666666666),,male,"31.626917,74.87704","28.666666666,77.216666666"
Amjad Hyderabadi,1888-01-01T00:00:00Z,Hyderabad,Point(78.474722222 17.361666666),1961-01-31T00:00:00Z,Hyderabad,Point(78.474722222 17.361666666),,male,"17.361666666,78.474722222","17.361666666,78.474722222"
Hafiz Ali Khan,1888-01-01T00:00:00Z,Gwalior,Point(78.1775 26.2125),1972-01-01T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,male,"26.2125,78.1775","19.075833333,72.8775"
Sudhir Kumar Sen,1888-01-01T00:00:00Z,Barishal,Point(90.366666666 22.7),1959-08-28T00:00:00Z,Germany,Point(10.0 51.0),,male,"22.7,90.366666666","51.0,10.0"
Aurobinda Dutta,1888-01-01T00:00:00Z,Kheshra Union,Point(89.12 22.41),1970-12-08T00:00:00Z,Sinthee,Point(88.38444444 22.62805556),,male,"22.41,89.12","22.62805556,88.38444444"
Kanaiyalal Maneklal Munshi,1887-12-30T00:00:00Z,Bharuch,Point(72.966666666 21.7),1971-02-08T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,male,"21.7,72.966666666","19.075833333,72.8775"
Kanaiyalal Maneklal Munshi,1887-12-30T00:00:00Z,Bharuch,Point(72.9805 21.69482),1971-02-08T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,male,"21.69482,72.9805","19.075833333,72.8775"
Benoy Kumar Sarkar,1887-12-26T00:00:00Z,Malda,Point(88.145833333 25.004444444),1949-11-24T00:00:00Z,"Washington, D.C.",Point(-77.036666666 38.895),,male,"25.004444444,88.145833333","38.895,-77.036666666"
Sahib Singh Sokhey,1887-12-15T00:00:00Z,Amritsar,Point(74.87704 31.626917),1971-10-23T00:00:00Z,New Delhi,Point(77.208888888 28.613888888),,male,"31.626917,74.87704","28.613888888,77.208888888"
Qamar Jalalvi,1887-12-01T00:00:00Z,Jalali,Point(78.27 27.87),1968-10-24T00:00:00Z,Karachi,Point(67.01 24.86),,male,"27.87,78.27","24.86,67.01"
Shri Krishna Sinha,1887-10-21T00:00:00Z,Nawada district,Point(85.0 24.75),1961-01-31T00:00:00Z,Patna,Point(85.141388888 25.61),,male,"24.75,85.0","25.61,85.141388888"
Arcot Ramasamy Mudaliar,1887-10-14T00:00:00Z,Kurnool,Point(78.035 15.822222222),1976-07-17T00:00:00Z,Chennai,Point(80.275 13.0825),,male,"15.822222222,78.035","13.0825,80.275"
Shabbir Ahmad Usmani,1887-10-11T00:00:00Z,Bijnor,Point(78.13 29.37),1949-12-13T00:00:00Z,Bahawalpur,Point(71.672222222 29.395555555),,male,"29.37,78.13","29.395555555,71.672222222"
Surendranath Dasgupta,1887-10-01T00:00:00Z,Kushtia,Point(89.12 23.9),1952-12-18T00:00:00Z,Kolkata,Point(88.37 22.5675),,male,"23.9,89.12","22.5675,88.37"
Hirday Nath Kunzru,1887-10-01T00:00:00Z,Agra,Point(78.02 27.18),1978-04-03T00:00:00Z,Agra,Point(78.02 27.18),,male,"27.18,78.02","27.18,78.02"
"Victor Hope, 2nd Marquess of Linlithgow",1887-09-24T00:00:00Z,Queensferry,Point(-3.4 55.9875),1952-01-05T00:00:00Z,Queensferry,Point(-3.4 55.9875),,male,"55.9875,-3.4","55.9875,-3.4"
Kuladhar Chaliha,1887-09-20T00:00:00Z,Sivasagar,Point(94.63 26.98),1963-01-19T00:00:00Z,Jorhat,Point(94.20306 26.75751),,male,"26.98,94.63","26.75751,94.20306"
Govind Ballabh Pant,1887-09-10T00:00:00Z,Almora,Point(79.67 29.62),1961-03-07T00:00:00Z,New Delhi,Point(77.208888888 28.613888888),,male,"29.62,79.67","28.613888888,77.208888888"
Sivananda Saraswati,1887-09-08T00:00:00Z,Pattamadai,Point(77.582222222 8.664166666),1963-07-14T00:00:00Z,Rishikesh,Point(78.3 30.1),,male,"8.664166666,77.582222222","30.1,78.3"
Gopinath Kaviraj,1887-09-07T00:00:00Z,Dhamrai Upazila,Point(90.15 23.94),1976-06-12T00:00:00Z,Varanasi,Point(83.012777777 25.318888888),,male,"23.94,90.15","25.318888888,83.012777777"
Gopinath Kaviraj,1887-09-07T00:00:00Z,Dhamrai Upazila,Point(90.216666666 23.908333333),1976-06-12T00:00:00Z,Varanasi,Point(83.012777777 25.318888888),,male,"23.908333333,90.216666666","25.318888888,83.012777777"
Carleton Allen,1887-09-07T00:00:00Z,Carlton,Point(144.967 -37.8001),1966-12-11T00:00:00Z,Oxford,Point(-1.257777777 51.751944444),,male,"-37.8001,144.967","51.751944444,-1.257777777"
Jivraj Narayan Mehta,1887-08-29T00:00:00Z,Amreli,Point(71.233333333 21.616666666),1978-11-07T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,male,"21.616666666,71.233333333","19.075833333,72.8775"
K. Srinivasan,1887-08-07T00:00:00Z,Kudanthaiyan,Point(79.383333333 10.966666666),1959-06-21T00:00:00Z,Chennai,Point(80.275 13.0825),,male,"10.966666666,79.383333333","13.0825,80.275"
Anugrah Narayan Sinha,1887-06-18T00:00:00Z,Aurangabad district,Point(84.3667 24.75),1957-07-05T00:00:00Z,Patna,Point(85.141388888 25.61),,male,"24.75,84.3667","25.61,85.141388888"
Anugrah Narayan Sinha,1887-06-18T00:00:00Z,Aurangabad district,Point(84.5 24.75),1957-07-05T00:00:00Z,Patna,Point(85.141388888 25.61),,male,"24.75,84.5","25.61,85.141388888"
Kailash Nath Katju,1887-06-17T00:00:00Z,Jaora,Point(75.13 23.63),1968-02-17T00:00:00Z,Prayagraj,Point(81.85 25.45),,male,"23.63,75.13","25.45,81.85"
Nyapathi Madhava Rao,1887-06-08T00:00:00Z,Machilipatnam,Point(81.133333333 16.166666666),1972-08-28T00:00:00Z,Bengaluru,Point(77.5912997 12.9791198),,male,"16.166666666,81.133333333","12.9791198,77.5912997"
Philip Joubert de la Fertï¿,1887-05-21T00:00:00Z,Darjeeling,Point(88.263055555 27.0375),1965-01-21T00:00:00Z,Uxbridge,Point(-0.4778 51.5404),,male,"27.0375,88.263055555","51.5404,-0.4778"
Jamini Roy,1887-04-11T00:00:00Z,Beliatore,Point(87.216666666 23.333333333),1972-04-24T00:00:00Z,Kolkata,Point(88.37 22.5675),,male,"23.333333333,87.216666666","22.5675,88.37"
Phyllis Cox Berthoud,1887-04-08T00:00:00Z,Bengal,Point(88.7311 23.9888),1975-01-01T00:00:00Z,Warwick,Point(-1.59 52.28),,female,"23.9888,88.7311","52.28,-1.59"
M. N. Roy,1887-03-21T00:00:00Z,24 Parganas district,Point(88.3323692 22.5264928),1954-01-26T00:00:00Z,Dehradun,Point(78.029 30.318),,male,"22.5264928,88.3323692","30.318,78.029"
D. V. Gundappa,1887-03-17T00:00:00Z,Mulbagal,Point(78.4 13.1667),1975-10-07T00:00:00Z,Bengaluru,Point(77.5912997 12.9791198),,male,"13.1667,78.4","12.9791198,77.5912997"
Benegal Narsing Rau,1887-02-26T00:00:00Z,Mangaluru,Point(74.8425 12.871666666),1953-11-30T00:00:00Z,Zurich,Point(8.541111111 47.374444444),,male,"12.871666666,74.8425","47.374444444,8.541111111"
Appadvedula Lakshmi Narayan,1887-01-01T00:00:00Z,Mukkamala,Point(81.9657 16.64791),1973-03-07T00:00:00Z,Chennai,Point(80.275 13.0825),,male,"16.64791,81.9657","13.0825,80.275"
M. P. T. Acharya,1887-01-01T00:00:00Z,Chennai,Point(80.275 13.0825),1951-01-01T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,male,"13.0825,80.275","19.075833333,72.8775"
Muhammad Yusuf Hashmi,1887-01-01T00:00:00Z,Sialkot,Point(74.533333333 32.5),1960-01-01T00:00:00Z,Lahore,Point(74.343611111 31.549722222),,male,"32.5,74.533333333","31.549722222,74.343611111"
Jagmal Raja Chauhan,1887-01-01T00:00:00Z,Nagor,Point(69.724 23.293),1974-01-01T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,male,"23.293,69.724","19.075833333,72.8775"
Indreswar Barthakur,1887-01-01T00:00:00Z,Sivasagar,Point(94.63 26.98),1961-05-05T00:00:00Z,Jorhat,Point(94.20306 26.75751),,male,"26.98,94.63","26.75751,94.20306"
Compram Singh,1887-01-01T00:00:00Z,Thakurgaon District,Point(88.458333333 26.034444444),1950-01-01T00:00:00Z,Rajshahi,Point(88.6 24.366666666),,male,"26.034444444,88.458333333","24.366666666,88.6"
Compram Singh,1887-01-01T00:00:00Z,Baliadangi Upazila,Point(88.27 26.1),1950-01-01T00:00:00Z,Rajshahi,Point(88.6 24.366666666),,male,"26.1,88.27","24.366666666,88.6"
Compram Singh,1887-01-01T00:00:00Z,Baliadangi Upazila,Point(88.275 26.1),1950-01-01T00:00:00Z,Rajshahi,Point(88.6 24.366666666),,male,"26.1,88.275","24.366666666,88.6"
